"SOURCE_SYSTEM"|"DATA_KEY"|"DATA_ACTION"|"ACTION_DATE"|"WORK_GROUP_ID"|"WORK_GROUP_DESC"|"WORK_GROUP_STATUS"|"WORK_GROUP_LOCATION"|"WGS_CODE"|"WGS_DESCRIPTION"|"WGS_DISCIPLINE"|"ME_DISCIPLINE"|"ENG_DISCIPLINE"|"DU_DESC"|"ROUTE_NAME"
"ELLIPSE"|"BCBORPW"|"I"|"20-JAN-2020"|"BCBORPW"|"Orpington MMT Welding                   "|" "|"Welding & Grinding Mob Config                     "|"BCORPMMT  "|"Orpington MMT"|"Track"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCAORPW"|"I"|"20-JAN-2020"|"BCAORPW"|"Orpington MMT Production                "|" "|"Track Mobile Config                               "|"BCORPMMT  "|"Orpington MMT"|"Track"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCDORPW"|"I"|"20-JAN-2020"|"BCDORPW"|"Orpington MMT Supervisors               "|" "|"Track Mobile Config                               "|"BCORPMMT  "|"Orpington MMT"|"Track"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCHRHW"|"I"|"20-JAN-2020"|"BCCHRHW"|"Herne Hill Works Delivery - Track       "|" "|"Track Mobile Config                               "|"BCORPTRW  "|"Orpington VWDM(TRACK)"|"Track"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCORPW"|"I"|"20-JAN-2020"|"BCCORPW"|"Orpington Works Delivery - Track        "|" "|"Track Mobile Config                               "|"BCORPTRW  "|"Orpington VWDM(TRACK)"|"Track"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPW"|"I"|"20-JAN-2020"|"BCSORPW"|"Orpington Works Delivery - Signals      "|" "|"Signalling Mobile Config                          "|"BCORPSGW  "|"Orpington WDM(SIGNALS)"|"Signals"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCOORPW"|"I"|"20-JAN-2020"|"BCOORPW"|"Orpington Works Delivery Off Track      "|" "|"Signalling Mobile Config                          "|"BCORPSGW  "|"Orpington WDM(SIGNALS)"|"Signals"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCWOFFA"|"I"|"20-JAN-2020"|"BCWOFFA"|"Orpington Works Delivery Offtrack       "|" "|"Offtrack Mobile Config                            "|"BCORPOTB  "|"Orpington WDM (OFFTRACK)"|"Off Track"|"Orpington IMPM"|"Prog Manager"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORJ"|"I"|"20-JAN-2020"|"BCPPORJ"|"Orpington Plant Electrical Test (LBR)   "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORH"|"I"|"20-JAN-2020"|"BCPPORH"|"Orpington Plant Statutory Inspection    "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORG"|"I"|"20-JAN-2020"|"BCPPORG"|"Orpington Plant (ASH)                   "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORF"|"I"|"20-JAN-2020"|"BCPPORF"|"Orpington Plant Electrical Test (ASH)   "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORE"|"I"|"20-JAN-2020"|"BCPPORE"|"Retired WG - DO NOT USE                 "|"I"|"Retired Mobile Work Group                         "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORD"|"I"|"20-JAN-2020"|"BCPPORD"|"Orpington Plant (LBR)                   "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORC"|"I"|"20-JAN-2020"|"BCPPORC"|"Orpington D&P Tech                      "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORB"|"I"|"20-JAN-2020"|"BCPPORB"|"Orpington Distribution (LBR)            "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPPORA"|"I"|"20-JAN-2020"|"BCPPORA"|"Orpington Distribution (ASH)            "|" "|"Distribution &Plant Mob Config                    "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPORPJ"|"I"|"20-JAN-2020"|"BCPORPJ"|"Retired WG - DO NOT USE                 "|"I"|"Retired Mobile Work Group                         "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCPKFBA"|"I"|"20-JAN-2020"|"BCPKFBA"|"Retired WG - DO NOT USE                 "|"I"|"Retired Mobile Work Group                         "|"BCORPDPA  "|"Orpington SM(D&P)"|"Distribution & Plant"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCETONZ"|"I"|"20-JAN-2020"|"BCETONZ"|"Tonbridge E&P Work Bank                 "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCETONB"|"I"|"20-JAN-2020"|"BCETONB"|"Tonbridge E&P 2                         "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCETONA"|"I"|"20-JAN-2020"|"BCETONA"|"Tonbridge E&P 1                         "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEORPW"|"I"|"20-JAN-2020"|"BCEORPW"|"Orpington E&P Works Delivery            "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEORPA"|"I"|"20-JAN-2020"|"BCEORPA"|"Orpington CRE Tech                      "|" "|"Offtrack Mobile Config                            "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCELBRB"|"I"|"20-JAN-2020"|"BCELBRB"|"Retired WG - DO NOT USE                 "|"I"|"Retired Mobile Work Group                         "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCELBRA"|"I"|"20-JAN-2020"|"BCELBRA"|"Retired WG - DO NOT USE                 "|"I"|"Retired Mobile Work Group                         "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEHSTZ"|"I"|"20-JAN-2020"|"BCEHSTZ"|"Hastings E&P Work Bank                  "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEHSTB"|"I"|"20-JAN-2020"|"BCEHSTB"|"Hastings E&P 2                          "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEHSTA"|"I"|"20-JAN-2020"|"BCEHSTA"|"Hastings E&P 1                          "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEHRHZ"|"I"|"20-JAN-2020"|"BCEHRHZ"|"Herne Hill E&P Work Bank                "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEHRHB"|"I"|"20-JAN-2020"|"BCEHRHB"|"Herne Hill (LB) E&P 2                   "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCEHRHA"|"I"|"20-JAN-2020"|"BCEHRHA"|"Herne Hill (LB) E&P 1                   "|" "|"Conductor Rail Mobile Config                      "|"BCORPCRA  "|"Orpington SM(CRE)"|"Conductor Rail Equipment (CRE)"|"Orpington E&PME"|"E&P"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCWTONB"|"I"|"20-JAN-2020"|"BCWTONB"|"Tonbridge MMA Welding                   "|" "|"Welding & Grinding Mob Config                     "|"BCTONWGA  "|"Tonbridge VSM(W&G)"|"Welding & Grinding"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCWTONA"|"I"|"20-JAN-2020"|"BCWTONA"|"Tonbridge Thermic Welding               "|" "|"Welding & Grinding Mob Config                     "|"BCTONWGA  "|"Tonbridge VSM(W&G)"|"Welding & Grinding"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCGTONA"|"I"|"20-JAN-2020"|"BCGTONA"|"Tonbridge Grinding                      "|" "|"Welding & Grinding Mob Config                     "|"BCTONWGA  "|"Tonbridge VSM(W&G)"|"Welding & Grinding"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCPLPT"|"I"|"20-JAN-2020"|"BCCPLPT"|"Tonbridge PLP Train Workbank            "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCVEGTR"|"I"|"20-JAN-2020"|"BCVEGTR"|"Vegetation Management Train             "|" "|"Offtrack Mobile Config                            "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCHSTB"|"I"|"20-JAN-2020"|"BCCHSTB"|"Hastings Track Inspection Team          "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCHSTA"|"I"|"20-JAN-2020"|"BCCHSTA"|"Hastings Track Quality                  "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONZ"|"I"|"20-JAN-2020"|"BCCTONZ"|"Tonbridge Track Work Bank               "|" "|"Offtrack Mobile Config                            "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONS"|"I"|"20-JAN-2020"|"BCCTONS"|"Tonbridge Track SM                      "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONG"|"I"|"20-JAN-2020"|"BCCTONG"|"Tonbridge Track Inspection Group        "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONF"|"I"|"20-JAN-2020"|"BCCTONF"|"Tonbridge Track Asset Inspector         "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONE"|"I"|"20-JAN-2020"|"BCCTONE"|"Tonbridge Track Subcontractors          "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTOND"|"I"|"20-JAN-2020"|"BCCTOND"|"Tonbridge Track Production Team         "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONC"|"I"|"20-JAN-2020"|"BCCTONC"|"Tonbridge Track Quality                 "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONB"|"I"|"20-JAN-2020"|"BCCTONB"|"Tonbridge Track Inspection Team         "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONA"|"I"|"20-JAN-2020"|"BCCTONA"|"Tonbridge Tunnel Patrol Team            "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTOCT"|"I"|"20-JAN-2020"|"BCCTOCT"|"Tonbridge Track TOC Sidings             "|" "|"Track Mobile Config                               "|"BCTONTRA  "|"Tonbridge SM(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONH"|"I"|"20-JAN-2020"|"BCCTONH"|"Tonbridge Track Technical Team          "|" "|"Track Mobile Config                               "|"BCTONTRB  "|"Tonbridge AENG(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONT"|"I"|"20-JAN-2020"|"BCCTONT"|"Tonbridge Track Engineer                "|" "|"Offtrack Mobile Config                            "|"BCTONTRE  "|"Tonbridge ENG(TRACK)"|"Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCUTONA"|"I"|"20-JAN-2020"|"BCUTONA"|"Tonbridge URFDO                         "|" "|"Rail Testing Mobile Config                        "|"BCTONRTA  "|"Tonbridge VSM(RT&L)"|"Rail Testing & Lubrication"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCJTONA"|"I"|"20-JAN-2020"|"BCJTONA"|"Tonbridge Lubricators                   "|" "|"Welding & Grinding Mob Config                     "|"BCTONRTA  "|"Tonbridge VSM(RT&L)"|"Rail Testing & Lubrication"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCVTONB"|"I"|"20-JAN-2020"|"BCVTONB"|"Tonbridge Vegetation Inspections        "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCVTONA"|"I"|"20-JAN-2020"|"BCVTONA"|"Tonbridge Vegetation                    "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCLTONB"|"I"|"20-JAN-2020"|"BCLTONB"|"Tonbridge Level Crossing Inspection     "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCLTONA"|"I"|"20-JAN-2020"|"BCLTONA"|"Tonbridge W/Timber & Level X            "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCFTONC"|"I"|"20-JAN-2020"|"BCFTONC"|"Tonbridge Litter                        "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCFTONB"|"I"|"20-JAN-2020"|"BCFTONB"|"Tonbridge Graffiti Removal              "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCFTONA"|"I"|"20-JAN-2020"|"BCFTONA"|"Tonbridge Wheel Timber Inspection       "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCBTONC"|"I"|"20-JAN-2020"|"BCBTONC"|"Tonbridge Fencing Renewals              "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCBTONB"|"I"|"20-JAN-2020"|"BCBTONB"|"Tonbridge Fencing Inspection            "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCBTONA"|"I"|"20-JAN-2020"|"BCBTONA"|"Tonbridge Fencing & Drainage            "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCCTONW"|"I"|"20-JAN-2020"|"BCCTONW"|"Tonbridge Works Delivery -Track         "|" "|"Offtrack Mobile Config                            "|"BCTONOTA  "|"Tonbridge SM(OFFTRACK)"|"Off Track"|"Tonbridge TME"|"Track"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHS"|"I"|"20-JAN-2020"|"BCSHRHS"|"Herne Hill Signals SM                   "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHG"|"I"|"20-JAN-2020"|"BCSHRHG"|"Herne Hill Signals Team 7               "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHF"|"I"|"20-JAN-2020"|"BCSHRHF"|"Herne Hill Signals Team 6               "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHE"|"I"|"20-JAN-2020"|"BCSHRHE"|"Herne Hill Signals Team 5               "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHD"|"I"|"20-JAN-2020"|"BCSHRHD"|"Herne Hill Signals Team 4               "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHC"|"I"|"20-JAN-2020"|"BCSHRHC"|"Herne Hill Signals Team 3               "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHB"|"I"|"20-JAN-2020"|"BCSHRHB"|"Herne Hill Signals Team 2               "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSHRHA"|"I"|"20-JAN-2020"|"BCSHRHA"|"Herne Hill Signals Team 1               "|" "|"Signalling Mobile Config                          "|"BCHRHSGA  "|"Herne Hill SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTOCO"|"I"|"20-JAN-2020"|"BCSTOCO"|"Orpington Signals TOC Sidings           "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPS"|"I"|"20-JAN-2020"|"BCSORPS"|"Orpington Signals SM                    "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPH"|"I"|"20-JAN-2020"|"BCSORPH"|"Kent Central TSG Outer                  "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPG"|"I"|"20-JAN-2020"|"BCSORPG"|"Kent Central TSG Inner                  "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPF"|"I"|"20-JAN-2020"|"BCSORPF"|"Retired WG - DO NOT USE                 "|"I"|"Retired Mobile Work Group                         "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPE"|"I"|"20-JAN-2020"|"BCSORPE"|"Retired WG - DO NOT USE                 "|"I"|"Retired Mobile Work Group                         "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPD"|"I"|"20-JAN-2020"|"BCSORPD"|"Orpington Signals Team 4                "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPC"|"I"|"20-JAN-2020"|"BCSORPC"|"Orpington Signals Team 3                "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPB"|"I"|"20-JAN-2020"|"BCSORPB"|"Orpington Signals Team 2                "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPA"|"I"|"20-JAN-2020"|"BCSORPA"|"Orpington Signals Team 1                "|" "|"Signalling Mobile Config                          "|"BCORPSGA  "|"Orpington SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSORPJ"|"I"|"20-JAN-2020"|"BCSORPJ"|"Orpington Signals Engineer              "|" "|"Signalling Mobile Config                          "|"BCORPSGE  "|"Orpington ENG(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONZ"|"I"|"20-JAN-2020"|"BCSTONZ"|"Tonbridge Signals Work Bank             "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONS"|"I"|"20-JAN-2020"|"BCSTONS"|"Tonbridge Signals SM                    "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONG"|"I"|"20-JAN-2020"|"BCSTONG"|"Tonbridge Signals Team 7                "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONF"|"I"|"20-JAN-2020"|"BCSTONF"|"Tonbridge Signals Team 6                "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONE"|"I"|"20-JAN-2020"|"BCSTONE"|"Tonbridge Signals Team 5                "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTOND"|"I"|"20-JAN-2020"|"BCSTOND"|"Tonbridge Signals Team 4                "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONC"|"I"|"20-JAN-2020"|"BCSTONC"|"Tonbridge Signals Team 3                "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONB"|"I"|"20-JAN-2020"|"BCSTONB"|"Tonbridge Signals Team 2                "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
"ELLIPSE"|"BCSTONA"|"I"|"20-JAN-2020"|"BCSTONA"|"Tonbridge Signals Team 1                "|" "|"Signalling Mobile Config                          "|"BCTONSGA  "|"Tonbridge SM(SIGNALS)"|"Signals"|"Orpington S&TME"|"Signals"|"IMDM Orpington"|"Kent"
